ProjectId,ProjectTitleSv,ProjectTitleEn,FundingsSek,ProjectStartDate,ProjectEndDate,CoordinatingOrganisationNameEn,FundingOrganisationNameEn,label,long_label,short_label,CoordinatingOrganisationCountry,TotalFundingsSek,Role,ProjectStartYear,ProjectEndYear
2020-00238_VR,Dubbel-resonansspektroskopi av små molekyler med en optisk frekvenskam,Double-resonance spectroscopy of small molecules using an optical frequency comb,12000000,2021-01-01,2026-12-31,Umeå University,Swedish Research Council,"Double-resonance spectroscopy of small molecules using an optical frequency comb
2020-00238_VR","Double-resonance spectroscopy of small molecules using an optical frequency comb
2020-00238_VR
Funding:     12 000 000.00  SEK
2021-01-01  -  2026-12-31","Double-resonance spectroscopy of small molecules using an optical frequency comb
2020-00238_VR
[     12 000 000.00  SEK]",SE,,coordinating,2021,2026
2021-00540_VR,ASSESS II Kunskapsmätningar inom utbildningssystem,ASSESS II Assessment of Knowledge in Educational Systems,39330000,2021-07-01,2026-06-30,University of Gothenburg,Swedish Research Council,"ASSESS II Assessment of Knowledge in Educational Systems
2021-00540_VR","ASSESS II Assessment of Knowledge in Educational Systems
2021-00540_VR
Funding:     39 330 000.00  SEK
2021-07-01  -  2026-06-30","ASSESS II Assessment of Knowledge in Educational Systems
2021-00540_VR
[     39 330 000.00  SEK]",SE,,coordinating,2021,2026
2020-00559_VR,Nikotinberoende -  en konsekvens av neurofysiologiska rubbningar,REWIRING OF AMYGDALO-STRITAL CIRCUITS  – a neurobiological underpinning of nicotine dependence,9800000,2021-01-01,2026-12-31,University of Gothenburg,Swedish Research Council,"REWIRING OF AMYGDALO-STRITAL CIRCUITS  – a neurobiological underpinning of nicotine dependence
2020-00559_VR","REWIRING OF AMYGDALO-STRITAL CIRCUITS  – a neurobiological underpinning of nicotine dependence
2020-00559_VR
Funding:      9 800 000.00  SEK
2021-01-01  -  2026-12-31","REWIRING OF AMYGDALO-STRITAL CIRCUITS  – a neurobiological underpinning of nicotine dependence
2020-00559_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2020-00457_VR,Den saknade kolsänkan i blå kol-ekosystem: Ytliga flöden i oceanen,Resolving the missing carbon sink in blue carbon ecosystems: Oceanic outwelling,9126000,2021-01-01,2026-12-31,University of Gothenburg,Swedish Research Council,"Resolving the missing carbon sink in blue carbon ecosystems: Oceanic outwelling
2020-00457_VR","Resolving the missing carbon sink in blue carbon ecosystems: Oceanic outwelling
2020-00457_VR
Funding:      9 126 000.00  SEK
2021-01-01  -  2026-12-31","Resolving the missing carbon sink in blue carbon ecosystems: Oceanic outwelling
2020-00457_VR
[      9 126 000.00  SEK]",SE,,coordinating,2021,2026
2021-00546_VR,"Skola, sport, skärm: värdeladdade lärandepraktiker","Schooling, Sports, Screens: Value-Laden Learning Practices",39500000,2021-07-01,2026-06-30,Uppsala University,Swedish Research Council,"Schooling, Sports, Screens: Value-Laden Learning Practices
2021-00546_VR","Schooling, Sports, Screens: Value-Laden Learning Practices
2021-00546_VR
Funding:     39 500 000.00  SEK
2021-07-01  -  2026-06-30","Schooling, Sports, Screens: Value-Laden Learning Practices
2021-00546_VR
[     39 500 000.00  SEK]",SE,,coordinating,2021,2026
2020-03648_VR,Hus och sociala praktiker i svenska städer 1600-1850,Houses and social practices in Swedish towns 1600-1850,15300000,2021-01-01,2026-12-31,Uppsala University,Swedish Research Council,"Houses and social practices in Swedish towns 1600-1850
2020-03648_VR","Houses and social practices in Swedish towns 1600-1850
2020-03648_VR
Funding:     15 300 000.00  SEK
2021-01-01  -  2026-12-31","Houses and social practices in Swedish towns 1600-1850
2020-03648_VR
[     15 300 000.00  SEK]",SE,,coordinating,2021,2026
2020-02320_VR,Optimerad användning av antibiotika för ökad klinisk effekt och mindre resistensutveckling,Optimised use of antibiotics to improve clinical efficacy and reduce the risk of resistance development,11100000,2021-01-01,2026-12-31,Uppsala University,Swedish Research Council,"Optimised use of antibiotics to improve clinical efficacy and reduce the risk of resistance development
2020-02320_VR","Optimised use of antibiotics to improve clinical efficacy and reduce the risk of resistance development
2020-02320_VR
Funding:     11 100 000.00  SEK
2021-01-01  -  2026-12-31","Optimised use of antibiotics to improve clinical efficacy and reduce the risk of resistance development
2020-02320_VR
[     11 100 000.00  SEK]",SE,,coordinating,2021,2026
2021-02091_VR,"Heteroresistens: mekanismer, klinisk relevans och diagnostik","Heteroresistance: mechanisms, clinical relevance and diagnostics",9800000,2021-12-01,2026-11-30,Uppsala University,Swedish Research Council,"Heteroresistance: mechanisms, clinical relevance and diagnostics
2021-02091_VR","Heteroresistance: mechanisms, clinical relevance and diagnostics
2021-02091_VR
Funding:      9 800 000.00  SEK
2021-12-01  -  2026-11-30","Heteroresistance: mechanisms, clinical relevance and diagnostics
2021-02091_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2021-03224_VR,Systembiologiska studier av invasivt glioblastom,Charting the invasion routes of glioblastoma and their patient-specific vulnerabilities,9800000,2021-12-01,2026-11-30,Uppsala University,Swedish Research Council,"Charting the invasion routes of glioblastoma and their patient-specific vulnerabilities
2021-03224_VR","Charting the invasion routes of glioblastoma and their patient-specific vulnerabilities
2021-03224_VR
Funding:      9 800 000.00  SEK
2021-12-01  -  2026-11-30","Charting the invasion routes of glioblastoma and their patient-specific vulnerabilities
2021-03224_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2021-02326_Vinnova,SHIP4INDIA,SHIP4INDIA,2500000,2021-10-01,2026-09-30,Absolicon Solar Collector AB,Vinnova,"SHIP4INDIA
2021-02326_Vinnova","SHIP4INDIA
2021-02326_Vinnova
Funding:      2 500 000.00  SEK
2021-10-01  -  2026-09-30","SHIP4INDIA
2021-02326_Vinnova
[      2 500 000.00  SEK]",SE,,coordinating,2021,2026
2021-04403_Vinnova,Stärkta förutsättningar för utbildningar på masternivå,Strengthened conditions for education at master´s level,2600000,2021-11-25,2026-11-20,Arbio Aktiebolag,Vinnova,"Strengthened conditions for education at master´s level
2021-04403_Vinnova","Strengthened conditions for education at master´s level
2021-04403_Vinnova
Funding:      2 600 000.00  SEK
2021-11-25  -  2026-11-20","Strengthened conditions for education at master´s level
2021-04403_Vinnova
[      2 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-03726_Vinnova,Återanvändning av matavfall för att konstruera svampmembran och filter för vatten- och luftrening,Reuse of food waste for construction of fungal membranes and filters for water and air purification,3995125,2021-11-15,2026-06-01,Borås University College,Vinnova,"Reuse of food waste for construction of fungal membranes and filters for water and air purification
2021-03726_Vinnova","Reuse of food waste for construction of fungal membranes and filters for water and air purification
2021-03726_Vinnova
Funding:      3 995 125.00  SEK
2021-11-15  -  2026-06-01","Reuse of food waste for construction of fungal membranes and filters for water and air purification
2021-03726_Vinnova
[      3 995 125.00  SEK]",SE,,coordinating,2021,2026
2021-01582_Vinnova,Lighthouse - samverkansplattform för sjöfartsFoI,Lighthouse - collaboration platform for maritime research and innovation,8000000,2021-06-01,2026-06-30,Chalmers University of Technology,Vinnova,"Lighthouse - collaboration platform for maritime research and innovation
2021-01582_Vinnova","Lighthouse - collaboration platform for maritime research and innovation
2021-01582_Vinnova
Funding:      8 000 000.00  SEK
2021-06-01  -  2026-06-30","Lighthouse - collaboration platform for maritime research and innovation
2021-01582_Vinnova
[      8 000 000.00  SEK]",SE,,coordinating,2021,2026
2020-05144_Vinnova,MULTITRAILER - Reglering av distribuerad elektrisk drivning i långa fordonskombinationer,MULTITRAILER - Control allocation for electrical propulsion in long vehicle combinations,6930000,2021-04-01,2026-01-31,Chalmers University of Technology,Vinnova,"MULTITRAILER - Control allocation for electrical propulsion in long vehicle combinations
2020-05144_Vinnova","MULTITRAILER - Control allocation for electrical propulsion in long vehicle combinations
2020-05144_Vinnova
Funding:      6 930 000.00  SEK
2021-04-01  -  2026-01-31","MULTITRAILER - Control allocation for electrical propulsion in long vehicle combinations
2020-05144_Vinnova
[      6 930 000.00  SEK]",SE,,coordinating,2021,2026
2021-02083_Vinnova,Delignifiering av lövved - att förstå kemi och masstransport inom cellväggen,Hardwood delignification - understanding chemistry and mass transport fundamentals,2600000,2021-08-01,2026-04-08,Chalmers University of Technology,Vinnova,"Hardwood delignification - understanding chemistry and mass transport fundamentals
2021-02083_Vinnova","Hardwood delignification - understanding chemistry and mass transport fundamentals
2021-02083_Vinnova
Funding:      2 600 000.00  SEK
2021-08-01  -  2026-04-08","Hardwood delignification - understanding chemistry and mass transport fundamentals
2021-02083_Vinnova
[      2 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-02084_Vinnova,Förbättrad homogenitet hos delignifierade fibrer,Improved uniformity of the fibers liberated in a kraft pulp digester,2600000,2021-08-01,2026-05-03,Chalmers University of Technology,Vinnova,"Improved uniformity of the fibers liberated in a kraft pulp digester
2021-02084_Vinnova","Improved uniformity of the fibers liberated in a kraft pulp digester
2021-02084_Vinnova
Funding:      2 600 000.00  SEK
2021-08-01  -  2026-05-03","Improved uniformity of the fibers liberated in a kraft pulp digester
2021-02084_Vinnova
[      2 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-02684_Vinnova,ASSET - AI för Hållbar Prevention av Autoimmunitet i Befolkningen,ASSET - AI for Sustainable Prevention of Autoimmunity in the Society,39902296,2021-09-24,2026-09-23,Diamyd Medical Aktiebolag,Vinnova,"ASSET - AI for Sustainable Prevention of Autoimmunity in the Society
2021-02684_Vinnova","ASSET - AI for Sustainable Prevention of Autoimmunity in the Society
2021-02684_Vinnova
Funding:     39 902 296.00  SEK
2021-09-24  -  2026-09-23","ASSET - AI for Sustainable Prevention of Autoimmunity in the Society
2021-02684_Vinnova
[     39 902 296.00  SEK]",SE,,coordinating,2021,2026
2021-02807_Vinnova,Bostäder till fler i det befintliga bostadsbeståndet i Uppsala - Testbädd för delande och minskad ensamhet,Housing for more people in the existing housing stock in Uppsala - Test bed for sharing and reduced loneliness,3665947,2021-11-01,2026-06-30,Ett tak AB,Vinnova,"Housing for more people in the existing housing stock in Uppsala - Test bed for sharing and reduced loneliness
2021-02807_Vinnova","Housing for more people in the existing housing stock in Uppsala - Test bed for sharing and reduced loneliness
2021-02807_Vinnova
Funding:      3 665 947.00  SEK
2021-11-01  -  2026-06-30","Housing for more people in the existing housing stock in Uppsala - Test bed for sharing and reduced loneliness
2021-02807_Vinnova
[      3 665 947.00  SEK]",SE,,coordinating,2021,2026
2021-02680_Vinnova,"PREDEM: precisionsdiagnostik, behandling av kognitiva sjukdomar och prevention av demensutveckling",PREDEM: precision diagnostics and treatment och cognitive disorders and prevention of dementia,39938114,2021-10-01,2026-09-30,Karolinska institutet,Vinnova,"PREDEM: precision diagnostics and treatment och cognitive disorders and prevention of dementia
2021-02680_Vinnova","PREDEM: precision diagnostics and treatment och cognitive disorders and prevention of dementia
2021-02680_Vinnova
Funding:     39 938 114.00  SEK
2021-10-01  -  2026-09-30","PREDEM: precision diagnostics and treatment och cognitive disorders and prevention of dementia
2021-02680_Vinnova
[     39 938 114.00  SEK]",SE,,coordinating,2021,2026
2021-02640_Vinnova,GeneNova,GeneNova,36600000,2021-10-15,2026-10-14,"KTH, Royal Institute of Technology",Vinnova,"GeneNova
2021-02640_Vinnova","GeneNova
2021-02640_Vinnova
Funding:     36 600 000.00  SEK
2021-10-15  -  2026-10-14","GeneNova
2021-02640_Vinnova
[     36 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-02081_Vinnova,Karakterisering och effekter av mikro- och nanoskalekomponenter och deras påverkan på funktionskemikalier,Characterisation and effects of micro and nanoscale components and their impact on efficiency of chemical additives,2600000,2021-12-01,2026-03-31,"KTH, Royal Institute of Technology",Vinnova,"Characterisation and effects of micro and nanoscale components and their impact on efficiency of chemical additives
2021-02081_Vinnova","Characterisation and effects of micro and nanoscale components and their impact on efficiency of chemical additives
2021-02081_Vinnova
Funding:      2 600 000.00  SEK
2021-12-01  -  2026-03-31","Characterisation and effects of micro and nanoscale components and their impact on efficiency of chemical additives
2021-02081_Vinnova
[      2 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-02087_Vinnova,Ligninextraktionens kinetik vid syrgasdelignifiering.,The kinetics of lignin extraction in oxygen delignification.,2600000,2021-08-02,2026-01-31,"KTH, Royal Institute of Technology",Vinnova,"The kinetics of lignin extraction in oxygen delignification.
2021-02087_Vinnova","The kinetics of lignin extraction in oxygen delignification.
2021-02087_Vinnova
Funding:      2 600 000.00  SEK
2021-08-02  -  2026-01-31","The kinetics of lignin extraction in oxygen delignification.
2021-02087_Vinnova
[      2 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-02089_Vinnova,Effektiv tvättning av pappersmassa i sulfatprocessen.,Efficient washing of paper grade pulp in the Kraft process.,2600000,2021-08-02,2026-03-31,"KTH, Royal Institute of Technology",Vinnova,"Efficient washing of paper grade pulp in the Kraft process.
2021-02089_Vinnova","Efficient washing of paper grade pulp in the Kraft process.
2021-02089_Vinnova
Funding:      2 600 000.00  SEK
2021-08-02  -  2026-03-31","Efficient washing of paper grade pulp in the Kraft process.
2021-02089_Vinnova
[      2 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-03891_Vinnova,E-Charge: Systemdemonstration av elektrifierade långväga lastbilstransporter,E-Charge: System demonstration of electrified long-haul transports,101936091,2021-11-01,2026-06-30,LINDHOLMEN SCIENCE PARK AKTIEBOLAG,Vinnova,"E-Charge: System demonstration of electrified long-haul transports
2021-03891_Vinnova","E-Charge: System demonstration of electrified long-haul transports
2021-03891_Vinnova
Funding:    101 936 091.00  SEK
2021-11-01  -  2026-06-30","E-Charge: System demonstration of electrified long-haul transports
2021-03891_Vinnova
[    101 936 091.00  SEK]",SE,,coordinating,2021,2026
2021-04223_Vinnova,AI Sweden 2022 och framåt,AI Sweden 2022 and forward,91975000,2021-12-01,2026-11-30,LINDHOLMEN SCIENCE PARK AKTIEBOLAG,Vinnova,"AI Sweden 2022 and forward
2021-04223_Vinnova","AI Sweden 2022 and forward
2021-04223_Vinnova
Funding:     91 975 000.00  SEK
2021-12-01  -  2026-11-30","AI Sweden 2022 and forward
2021-04223_Vinnova
[     91 975 000.00  SEK]",SE,,coordinating,2021,2026
2021-02695_Vinnova,IndiCell  Individualiserad pluripotent stamcellsbaserad behandling,IndiCell -  Individualized pluripotent stem cell-based therapy,39999932,2021-10-01,2026-09-30,Lund University,Vinnova,"IndiCell -  Individualized pluripotent stem cell-based therapy
2021-02695_Vinnova","IndiCell -  Individualized pluripotent stem cell-based therapy
2021-02695_Vinnova
Funding:     39 999 932.00  SEK
2021-10-01  -  2026-09-30","IndiCell -  Individualized pluripotent stem cell-based therapy
2021-02695_Vinnova
[     39 999 932.00  SEK]",SE,,coordinating,2021,2026
2021-02829_Vinnova,Lund University Living Lab - Testbädd för sociala innovationer i studentboenden,Lund University Living Lab - Testbed for social innovations in student housing,4000000,2021-11-01,2026-04-30,Lund University,Vinnova,"Lund University Living Lab - Testbed for social innovations in student housing
2021-02829_Vinnova","Lund University Living Lab - Testbed for social innovations in student housing
2021-02829_Vinnova
Funding:      4 000 000.00  SEK
2021-11-01  -  2026-04-30","Lund University Living Lab - Testbed for social innovations in student housing
2021-02829_Vinnova
[      4 000 000.00  SEK]",SE,,coordinating,2021,2026
2020-05135_Vinnova,INTERCONNECT: Integrering av TSN och äldre realtidskommunikation i predikterbara fordonsplattformar,INTERCONNECT: Integrated Time Sensitive Networking and Legacy Communications in Predictable Vehicle-platforms,5996294,2021-06-30,2026-06-29,Mälardalen University College,Vinnova,"INTERCONNECT: Integrated Time Sensitive Networking and Legacy Communications in Predictable Vehicle-platforms
2020-05135_Vinnova","INTERCONNECT: Integrated Time Sensitive Networking and Legacy Communications in Predictable Vehicle-platforms
2020-05135_Vinnova
Funding:      5 996 294.00  SEK
2021-06-30  -  2026-06-29","INTERCONNECT: Integrated Time Sensitive Networking and Legacy Communications in Predictable Vehicle-platforms
2020-05135_Vinnova
[      5 996 294.00  SEK]",SE,,coordinating,2021,2026
2021-04636_Vinnova,Switch to Sweden,Switch to Sweden,8500000,2021-12-01,2026-12-31,Mjärdevi Science Park Aktiebolag,Vinnova,"Switch to Sweden
2021-04636_Vinnova","Switch to Sweden
2021-04636_Vinnova
Funding:      8 500 000.00  SEK
2021-12-01  -  2026-12-31","Switch to Sweden
2021-04636_Vinnova
[      8 500 000.00  SEK]",SE,,coordinating,2021,2026
2021-02715_Vinnova,Test Bed Sweden for Clinical Trials and Implementation of Precision Health in Cancer Care,Test Bed Sweden for Clinical Trials and Implementation of Precision Health in Cancer Care,39818940,2021-10-01,2026-09-23,Stockholm School of Economics,Vinnova,"Test Bed Sweden for Clinical Trials and Implementation of Precision Health in Cancer Care
2021-02715_Vinnova","Test Bed Sweden for Clinical Trials and Implementation of Precision Health in Cancer Care
2021-02715_Vinnova
Funding:     39 818 940.00  SEK
2021-10-01  -  2026-09-23","Test Bed Sweden for Clinical Trials and Implementation of Precision Health in Cancer Care
2021-02715_Vinnova
[     39 818 940.00  SEK]",SE,,coordinating,2021,2026
2021-02313_Vinnova,Adaptive & Intelligent System for Simultaneous Water & Energy Production (AIS-SWEP),Adaptive & Intelligent System for Simultaneous Water & Energy Production (AIS-SWEP),2500000,2021-10-01,2026-09-30,Stockholm Water Technology AB,Vinnova,"Adaptive & Intelligent System for Simultaneous Water & Energy Production (AIS-SWEP)
2021-02313_Vinnova","Adaptive & Intelligent System for Simultaneous Water & Energy Production (AIS-SWEP)
2021-02313_Vinnova
Funding:      2 500 000.00  SEK
2021-10-01  -  2026-09-30","Adaptive & Intelligent System for Simultaneous Water & Energy Production (AIS-SWEP)
2021-02313_Vinnova
[      2 500 000.00  SEK]",SE,,coordinating,2021,2026
2021-02874_Vinnova,Bostadsinnovationer underifrån: att skapa bygg- och bogemenskaper för och med ekonomiskt svaga grupper,Housing innovation from the bottom up: creating co-housing and co-living for economically vulnerable groups,4342368,2021-11-01,2026-04-30,University of Gothenburg,Vinnova,"Housing innovation from the bottom up: creating co-housing and co-living for economically vulnerable groups
2021-02874_Vinnova","Housing innovation from the bottom up: creating co-housing and co-living for economically vulnerable groups
2021-02874_Vinnova
Funding:      4 342 368.00  SEK
2021-11-01  -  2026-04-30","Housing innovation from the bottom up: creating co-housing and co-living for economically vulnerable groups
2021-02874_Vinnova
[      4 342 368.00  SEK]",SE,,coordinating,2021,2026
2021-02699_Vinnova,PLATINEA 2.0   Tillgänglighet och individanpassad användning av antibiotika,PLATINEA 2.0  Availability and individualized use of antibiotics,39821515,2021-10-01,2026-09-30,Uppsala University,Vinnova,"PLATINEA 2.0  Availability and individualized use of antibiotics
2021-02699_Vinnova","PLATINEA 2.0  Availability and individualized use of antibiotics
2021-02699_Vinnova
Funding:     39 821 515.00  SEK
2021-10-01  -  2026-09-30","PLATINEA 2.0  Availability and individualized use of antibiotics
2021-02699_Vinnova
[     39 821 515.00  SEK]",SE,,coordinating,2021,2026
2020-05169_Vinnova,Fordonsrörelsereglering med hjälp av datadriven varierande vägfriktionskarta,Vehicle Motion Control Using Data-Driven Varying Road Friction Map,7491360,2021-04-01,2026-03-31,Volvo affiliated,Vinnova,"Vehicle Motion Control Using Data-Driven Varying Road Friction Map
2020-05169_Vinnova","Vehicle Motion Control Using Data-Driven Varying Road Friction Map
2020-05169_Vinnova
Funding:      7 491 360.00  SEK
2021-04-01  -  2026-03-31","Vehicle Motion Control Using Data-Driven Varying Road Friction Map
2020-05169_Vinnova
[      7 491 360.00  SEK]",SE,,coordinating,2021,2026
2021-02585_Vinnova,ASSERTED - Assuring Safety for Rapid and Continuous Deployment for Autonomous Driving,ASSERTED - Assuring Safety for Rapid and Continuous Deployment for Autonomous Driving,4563000,2021-11-01,2026-11-30,Volvo affiliated,Vinnova,"ASSERTED - Assuring Safety for Rapid and Continuous Deployment for Autonomous Driving
2021-02585_Vinnova","ASSERTED - Assuring Safety for Rapid and Continuous Deployment for Autonomous Driving
2021-02585_Vinnova
Funding:      4 563 000.00  SEK
2021-11-01  -  2026-11-30","ASSERTED - Assuring Safety for Rapid and Continuous Deployment for Autonomous Driving
2021-02585_Vinnova
[      4 563 000.00  SEK]",SE,,coordinating,2021,2026
2021-02328_Vinnova,Safe and secure transport corridors in India (SSTCI),Safe and secure transport corridors in India (SSTCI),2750000,2021-09-16,2026-12-31,Volvo affiliated,Vinnova,"Safe and secure transport corridors in India (SSTCI)
2021-02328_Vinnova","Safe and secure transport corridors in India (SSTCI)
2021-02328_Vinnova
Funding:      2 750 000.00  SEK
2021-09-16  -  2026-12-31","Safe and secure transport corridors in India (SSTCI)
2021-02328_Vinnova
[      2 750 000.00  SEK]",SE,,coordinating,2021,2026
